battery_id,cycle_index,capacity_ah,soh_pct,internal_resistance,avg_temp,max_temp,duration_mins
B0025,3,1.847011162956716,92.3505581478358,0,33.13281956573637,41.81748104839704,108.59036666666677
B0025,5,1.8485654344528386,92.42827172264192,0,32.848310333012144,41.504410609595574,108.60365
B0025,7,1.847111177186175,92.35555885930876,0,33.07297579198606,41.670776193570134,108.15833333333333
B0025,9,1.8489837601535537,92.44918800767769,0,33.12836651135456,41.58349706133725,107.85416666666667
B0025,11,1.8370120718560439,91.85060359280219,0,33.20066590827124,41.82908827830225,107.77786666666665
B0025,15,1.817549211247137,90.87746056235684,0,32.8030291471027,41.15307253815554,106.84453333333333
B0025,19,1.839863822522073,91.99319112610365,0,32.70663040910488,41.167510218490015,107.90259999999999
B0025,22,1.8430595619731431,92.15297809865716,0,32.88774741633189,41.40744159178738,107.67916666666666
B0025,24,1.8401871729536057,92.00935864768029,0,32.85054388832057,41.089112912518665,107.48178333333334
B0025,26,1.8281265632888257,91.40632816444129,0,33.21344988692114,41.56081694228564,107.45208333333333
B0025,30,1.8253563336445804,91.26781668222903,0,32.54793058844526,41.027186904575295,107.18698333333333
B0025,34,1.8214180552626154,91.07090276313076,0,32.95568065114475,41.20659187421087,107.37005
B0025,36,1.830315627968932,91.5157813984466,0,33.31259035127085,41.458124206642374,107.11798333333333
B0025,38,1.8175491643824844,90.87745821912422,0,33.27639301328207,41.50830652935,106.9526
B0025,40,1.810901200296979,90.54506001484896,0,33.13052620279671,41.369681799861574,106.64845
B0025,42,1.8083032603084233,90.41516301542116,0,33.262538649813465,41.46226760798129,106.4125
B0025,46,1.7928016149381065,89.64008074690533,0,33.455906862521594,41.32045149274522,104.73438333333334
B0025,50,1.812563150045885,90.62815750229424,0,33.359161719231366,41.29100352861782,106.18228333333342
B0025,52,1.807772607491239,90.38863037456196,0,33.19907517017467,41.08913600776219,105.99686666666666
B0025,54,1.8048055175003972,90.24027587501986,0,33.10915637159371,41.020672808164036,105.76926666666667
B0025,56,1.800538555899242,90.02692779496209,0,32.8730319628199,40.73588950026045,105.46953333333333
B0025,58,1.7942356098033032,89.71178049016515,0,32.8903015920882,40.76227622359968,105.43436666666666
B0025,65,1.807409052434889,90.37045262174445,0,32.07013291213046,39.71112605386658,105.88071666666666
B0025,67,1.7902504816962075,89.51252408481038,0,32.18349666127279,39.797043058510575,105.15286666666677
B0025,69,1.7961223845359495,89.80611922679748,0,32.133961271398654,39.64019141128942,104.73828333333333
B0025,71,1.7912236690350776,89.56118345175388,0,32.19734869129393,39.75344188854835,104.43281666666667
B0025,73,1.7854822365303245,89.27411182651622,0,32.128660226085096,39.57317189988566,104.44401666666666
B0025,77,1.7677890780323617,88.38945390161808,0,32.16680073898097,39.45687787991913,103.3125
B0026,3,1.8132504303869899,90.6625215193495,0,32.764485625071856,40.711455499237935,108.59036666666677
B0026,5,1.8149760087078302,90.7488004353915,0,32.560591865941106,40.56984371986605,108.60365
B0026,7,1.8135354175561993,90.67677087780996,0,32.70948277164228,40.420735413096146,108.15833333333333
B0026,9,1.815149273310334,90.7574636655167,0,32.89402601565415,40.839359753382105,107.85416666666667
B0026,11,1.8142913014068198,90.714565070341,0,32.88851048708752,40.762597974826,107.77786666666665
B0026,15,1.3863373424430125,69.31686712215063,0,31.60887613480477,39.78739652537364,106.84453333333333
B0026,19,1.8165277958816064,90.82638979408031,0,32.4909596779559,40.12859054534907,107.90259999999999
B0026,22,1.8085638576011063,90.42819288005532,0,32.63416073863936,40.39287009990307,107.67916666666666
B0026,24,1.804936077644182,90.24680388220911,0,32.646683898798194,40.37811271633581,107.48178333333334
B0026,26,1.8049315924982108,90.24657962491054,0,32.95341147758712,40.6345527951007,107.45208333333333
B0026,30,1.717679232699393,85.88396163496965,0,32.14122281811958,40.0980220096873,107.18698333333333
B0026,34,1.809804813280106,90.4902406640053,0,32.73498021932445,40.34748376711444,107.37005
B0026,36,1.806556213274488,90.32781066372439,0,33.0777254348539,40.655125518765814,107.11798333333333
B0026,38,1.7938155707698507,89.69077853849254,0,33.067457381369145,40.78648924035223,106.9526
B0026,40,1.799304949381792,89.9652474690896,0,32.902717226956746,40.64545029611132,106.64845
B0026,42,1.7842197448470132,89.21098724235065,0,33.04143942038261,40.753548433947245,106.4125
B0026,46,1.6818819918515189,84.09409959257594,0,33.28920270851618,40.90407080657346,104.73438333333334
B0026,50,1.8007519383961936,90.03759691980969,0,33.31828122927918,40.760169873884465,106.18228333333342
B0026,52,1.795972684272296,89.7986342136148,0,33.24546150252619,40.86760057065783,105.99686666666666
B0026,54,1.7931026940553298,89.65513470276649,0,33.19381621015531,40.845772478695196,105.76926666666667
B0026,56,1.8010267542068712,90.05133771034356,0,32.950371591621256,40.61328442378913,105.46953333333333
B0026,58,1.7824572301269948,89.12286150634974,0,32.98142836772341,40.55411444614823,105.43436666666666
B0026,65,1.7959303030608789,89.79651515304394,0,32.285643510120714,39.89740047610024,105.88071666666666
B0026,67,1.7783142127341003,88.91571063670501,0,32.40988062398286,40.148009555945954,105.15286666666677
B0026,69,1.771719092984802,88.5859546492401,0,32.395070835603484,40.16428171644192,104.73828333333333
B0026,71,1.7790749489536772,88.95374744768387,0,32.48055490141574,40.348229188960836,104.43281666666667
B0026,73,1.7733229782464675,88.66614891232338,0,32.39831599080119,40.155136061235744,104.44401666666666
B0026,77,1.768754111010884,88.4377055505442,0,32.5316653403438,40.014600736484276,103.3125
B0027,3,1.8233077742149364,91.16538871074683,0,33.531461449042084,42.07194057268294,108.59036666666677
B0027,5,1.8142384651167962,90.7119232558398,0,33.768115475386416,42.526459613766654,108.60365
B0027,7,1.8128596793130867,90.64298396565434,0,34.0575363030056,42.65704114936764,108.15833333333333
B0027,9,1.8144242446739973,90.72121223369987,0,34.34311925332076,43.07456793109374,107.85416666666667
B0027,11,1.812800333853042,90.6400166926521,0,34.3900563067441,43.12836631992577,107.77786666666665
B0027,15,1.7946038703195293,89.73019351597647,0,34.16207101391941,42.9279467397339,106.84453333333333
B0027,19,1.816519171293833,90.82595856469165,0,33.65117316898919,42.344909658609986,107.90259999999999
B0027,22,1.8198335565190242,90.99167782595121,0,33.993154419553875,42.501459218547076,107.67916666666666
B0027,24,1.816980986440728,90.84904932203641,0,34.121102900157744,42.75456095698592,107.48178333333334
B0027,26,1.8047602710768988,90.23801355384494,0,34.521504581092735,43.208685492251035,107.45208333333333
B0027,30,1.8021778881408677,90.10889440704338,0,33.91883669839733,42.59572185384836,107.18698333333333
B0027,34,1.810054375611175,90.50271878055875,0,34.203791109857484,42.63365730314649,107.37005
B0027,36,1.8191618703574552,90.95809351787277,0,34.48622307207774,42.89197473994752,107.11798333333333
B0027,38,1.806344581230731,90.31722906153655,0,34.40141739485763,42.736703039205324,106.9526
B0027,40,1.8120006378747944,90.60003189373973,0,34.3150259504104,42.71819238433457,106.64845
B0027,42,1.809238569578753,90.46192847893765,0,34.450526992415796,42.87852551010068,106.4125
B0027,46,1.7820717716005336,89.10358858002668,0,34.741504044616725,42.99196482622249,104.73438333333334
B0027,50,1.8145504562341046,90.72752281170523,0,34.663008920131865,42.920147884014575,106.18228333333342
B0027,52,1.809153485164282,90.4576742582141,0,34.47643463041281,42.77821015998406,105.99686666666666
B0027,54,1.8065551508093707,90.32775754046854,0,34.45771838499012,42.71393681070588,105.76926666666667
B0027,56,1.802401655959492,90.1200827979746,0,34.276431502022604,42.66066961608101,105.46953333333333
B0027,58,1.7964331683322998,89.821658416615,0,34.35292925698558,42.64239690775237,105.43436666666666
B0027,65,1.8088036930508289,90.44018465254145,0,33.64812848797218,41.86831727976231,105.88071666666666
B0027,67,1.7915527748749653,89.57763874374827,0,33.75077258934032,41.97207960495628,105.15286666666677
B0027,69,1.7853375192239571,89.26687596119785,0,33.72038549007088,41.92250461031742,104.73828333333333
B0027,71,1.793209210325309,89.66046051626545,0,33.812030459081335,42.14300769699952,104.43281666666667
B0027,73,1.7873097711102113,89.36548855551057,0,33.79680193008211,42.43039551713637,104.44401666666666
B0027,77,1.7700926253324452,88.50463126662225,0,33.92036482801563,42.033372446715575,103.3125
B0028,3,1.8046847720100736,90.23423860050369,0,30.261078788805897,31.679728237853865,108.59036666666677
B0028,5,1.8047833214525881,90.2391660726294,0,30.023214006195516,31.42728999177483,108.60365
B0028,7,1.797618668222458,89.8809334111229,0,30.21665562692593,31.694210133469813,108.15833333333333
B0028,9,1.7929913687761174,89.64956843880587,0,30.363564779968748,31.849947051821633,107.85416666666667
B0028,11,1.7919180081592216,89.59590040796108,0,30.383708693138953,31.891976600913974,107.77786666666665
B0028,15,1.775026135903797,88.75130679518986,0,30.151543075778466,31.647839531181656,106.84453333333333
B0028,19,1.7920487852223415,89.60243926111707,0,29.942877366572425,31.66717160096336,107.90259999999999
B0028,22,1.790475801581265,89.52379007906325,0,30.159672019699293,31.543075306784417,107.67916666666666
B0028,24,1.7868365091987264,89.34182545993632,0,30.18503729745987,31.63889282611546,107.48178333333334
B0028,26,1.7871529619962185,89.35764809981093,0,30.557366977302667,32.06283964981591,107.45208333333333
B0028,30,1.7816340617009505,89.08170308504752,0,29.87809290999813,31.17821904490572,107.18698333333333
B0028,34,1.7850235136604733,89.25117568302366,0,30.329541918405045,31.830430244172504,107.37005
B0028,36,1.7803865429693038,89.0193271484652,0,30.67805955282036,32.176676996947776,107.11798333333333
B0028,38,1.7789060856417256,88.94530428208628,0,30.61748146501738,32.101579055970326,106.9526
B0028,40,1.7738387518973049,88.69193759486524,0,30.47693232752601,31.927225800846255,106.64845
B0028,42,1.769682881523146,88.4841440761573,0,30.59851621920085,32.17577171129977,106.4125
B0028,46,1.7408787283206992,87.04393641603497,0,31.100240402928506,32.50607956309833,104.73438333333334
B0028,50,1.7648189744011906,88.24094872005954,0,30.938169249041685,32.36361154404582,106.18228333333342
B0028,52,1.7617857390844023,88.08928695422011,0,30.779624907003203,32.23987480909281,105.99686666666666
B0028,54,1.75770610357021,87.88530517851049,0,30.70960684046627,32.1209393902127,105.76926666666667
B0028,56,1.7519375960601256,87.59687980300627,0,30.47705959403915,31.876773372691297,105.46953333333333
B0028,58,1.7521244035832177,87.60622017916089,0,30.54925924889458,32.13891568195097,105.43436666666666
B0028,65,1.7597714133989641,87.9885706699482,0,29.858081061792472,31.30995086456362,105.88071666666666
B0028,67,1.7483011320324189,87.41505660162095,0,29.92749751367273,31.443900397243077,105.15286666666677
B0028,69,1.7411482627836237,87.05741313918118,0,29.887309173794996,31.383820135357173,104.73828333333333
B0028,71,1.7363833316311177,86.81916658155589,0,29.974612767860144,31.360116664622666,104.43281666666667
